ticket_id,show_id,theater_id,movie_id,customer_id,purchase_time,seat_type,price,quantity,total
T000310,S0125,T02,M036,C0549,2025-08-26 00:53:50,Regular,45.0,1,45.0
T000311,S0110,T02,M009,C0518,2025-06-03 03:53:50,Regular,45.0,1,45.0
T000312,S0412,T05,M029,C0407,2025-06-04 13:23:50,VIP,69.0,1,69.0
T000313,S0088,T02,M037,C0559,2025-05-27 13:38:50,Regular,45.0,1,45.0
T000314,S0349,T04,M024,C0066,2025-08-30 22:23:50,Regular,48.0,1,48.0
T000315,S0161,T02,M021,C0460,2025-08-02 03:53:50,Regular,39.0,1,39.0
T000316,S0329,T04,M021,C0540,2025-05-09 03:23:50,Regular,39.0,1,39.0
T000317,S0428,T05,M009,C0062,2025-06-30 16:38:50,Regular,45.0,1,45.0
T000318,S0022,T01,M020,C0545,2025-06-25 15:23:50,Regular,39.0,1,39.0
T000319,S0038,T01,M034,C0407,2025-09-08 12:53:50,Regular,41.0,1,41.0
T000320,S0020,T01,M023,C0034,2025-07-15 20:23:50,Regular,38.0,1,38.0
T000321,S0296,T03,M040,C0019,2025-06-23 08:23:50,VIP,54.0,1,54.0
T000322,S0295,T03,M013,C0091,2025-07-31 11:38:50,Regular,39.0,1,39.0
T000323,S0270,T03,M032,C0412,2025-09-05 21:23:50,VIP,57.0,1,57.0
T000324,S0067,T01,M027,C0176,2025-05-04 18:23:50,Regular,40.0,1,40.0
T000325,S0105,T02,M007,C0220,2025-06-20 23:23:50,Regular,43.0,1,43.0
T000326,S0228,T03,M001,C0397,2025-08-10 09:08:50,Regular,37.0,1,37.0
T000327,S0050,T01,M024,C0399,2025-05-24 08:08:50,Regular,48.0,1,48.0
T000328,S0404,T05,M008,C0269,2025-07-31 03:08:50,Regular,36.0,1,36.0
T000329,S0460,T05,M026,C0578,2025-06-03 14:38:50,Regular,45.0,1,45.0
T000330,S0067,T01,M027,C0220,2025-05-11 20:23:50,Regular,40.0,1,40.0
T000331,S0457,T05,M031,C0202,2025-08-19 04:23:50,Regular,40.0,1,40.0
T000332,S0371,T04,M040,C0401,2025-06-27 08:08:50,VIP,54.0,1,54.0
T000333,S0194,T03,M004,C0508,2025-05-27 13:08:50,Regular,42.0,1,42.0
T000334,S0297,T03,M026,C0023,2025-08-01 18:23:50,Regular,45.0,1,45.0
T000335,S0353,T04,M017,C0228,2025-06-20 21:08:50,Regular,43.0,1,43.0
T000336,S0299,T03,M038,C0062,2025-08-16 06:08:50,Regular,41.0,1,41.0
T000337,S0307,T03,M013,C0241,2025-06-24 16:23:50,Regular,39.0,1,39.0
T000338,S0386,T04,M016,C0089,2025-06-26 13:38:50,Regular,44.0,1,44.0
T000339,S0061,T01,M013,C0461,2025-09-19 08:53:50,Regular,39.0,1,39.0
T000340,S0466,T05,M026,C0303,2025-07-30 18:23:50,Regular,45.0,1,45.0
T000341,S0078,T01,M007,C0428,2025-07-26 05:38:50,Regular,43.0,1,43.0
T000342,S0136,T02,M007,C0300,2025-05-14 04:38:50,Regular,43.0,1,43.0
T000343,S0343,T04,M002,C0471,2025-08-19 00:08:50,Regular,37.0,1,37.0
T000344,S0157,T02,M027,C0055,2025-09-10 09:38:50,Regular,40.0,1,40.0
T000345,S0325,T04,M035,C0085,2025-07-06 05:08:50,Regular,37.0,1,37.0
T000346,S0484,T05,M022,C0382,2025-05-19 08:38:50,Regular,40.0,1,40.0
T000347,S0116,T02,M016,C0160,2025-09-02 17:38:50,Regular,44.0,1,44.0
T000348,S0152,T02,M030,C0025,2025-07-31 03:23:50,Regular,38.0,1,38.0
T000349,S0406,T05,M022,C0355,2025-08-13 02:08:50,VIP,60.0,1,60.0
T000350,S0464,T05,M027,C0404,2025-08-26 09:23:50,Regular,40.0,1,40.0
T000351,S0122,T02,M025,C0267,2025-06-04 03:38:50,Regular,43.0,1,43.0
T000352,S0289,T03,M033,C0200,2025-08-06 14:08:50,Regular,40.0,1,40.0
T000353,S0463,T05,M025,C0505,2025-05-07 19:08:50,Regular,43.0,1,43.0
T000354,S0443,T05,M027,C0422,2025-07-06 18:53:50,Regular,40.0,1,40.0
T000355,S0248,T03,M029,C0408,2025-08-01 03:53:50,Regular,46.0,1,46.0
T000356,S0177,T02,M017,C0348,2025-06-16 01:38:50,Regular,43.0,1,43.0
T000357,S0171,T02,M039,C0508,2025-09-22 05:38:50,Regular,42.0,1,42.0
T000358,S0222,T03,M038,C0523,2025-05-14 05:23:50,Regular,41.0,1,41.0
T000359,S0331,T04,M019,C0084,2025-08-13 02:53:50,Regular,39.0,1,39.0
T000360,S0421,T05,M003,C0571,2025-07-23 07:23:50,Regular,36.0,1,36.0
T000361,S0046,T01,M030,C0466,2025-07-19 07:53:50,Regular,38.0,1,38.0
T000362,S0321,T04,M014,C0122,2025-09-13 17:08:50,Regular,41.0,1,41.0
T000363,S0485,T05,M004,C0392,2025-09-03 11:08:50,Regular,42.0,1,42.0
T000364,S0413,T05,M004,C0541,2025-09-02 16:23:50,Regular,42.0,1,42.0
T000365,S0310,T03,M030,C0007,2025-05-09 23:38:50,Regular,38.0,1,38.0
T000366,S0231,T03,M028,C0133,2025-08-25 14:08:50,Regular,43.0,1,43.0
T000367,S0402,T05,M014,C0089,2025-09-09 15:53:50,Regular,41.0,1,41.0
T000368,S0064,T01,M032,C0029,2025-06-21 20:23:50,Regular,38.0,1,38.0
T000369,S0299,T03,M038,C0278,2025-08-20 07:08:50,Regular,41.0,1,41.0
T000370,S0227,T03,M026,C0352,2025-06-10 06:53:50,Regular,45.0,1,45.0
T000371,S0079,T02,M018,C0494,2025-06-25 10:08:50,Regular,36.0,1,36.0
T000372,S0238,T03,M021,C0291,2025-07-16 18:38:50,Regular,39.0,1,39.0
T000373,S0330,T04,M037,C0250,2025-05-28 19:23:50,Regular,45.0,1,45.0
T000374,S0137,T02,M017,C0006,2025-06-21 11:23:50,Regular,43.0,1,43.0
T000375,S0245,T03,M023,C0262,2025-08-21 20:38:50,Regular,38.0,1,38.0
T000376,S0094,T02,M040,C0182,2025-07-15 22:23:50,Regular,36.0,1,36.0
T000377,S0261,T03,M038,C0310,2025-06-29 22:53:50,Regular,41.0,1,41.0
T000378,S0028,T01,M007,C0303,2025-09-19 03:38:50,Regular,43.0,1,43.0
T000379,S0098,T02,M015,C0094,2025-06-14 12:23:50,Couple,66.6,1,66.6
T000380,S0180,T02,M039,C0523,2025-06-16 22:53:50,Couple,75.6,1,75.6
T000381,S0344,T04,M023,C0104,2025-07-17 00:23:50,Regular,38.0,1,38.0
T000382,S0056,T01,M005,C0336,2025-04-26 14:53:50,Regular,38.0,1,38.0
T000383,S0235,T03,M031,C0493,2025-09-08 00:53:50,Regular,40.0,1,40.0
T000384,S0327,T04,M003,C0338,2025-05-22 14:53:50,Regular,36.0,1,36.0
T000385,S0458,T05,M037,C0485,2025-08-14 10:53:50,Regular,45.0,1,45.0
T000386,S0094,T02,M040,C0063,2025-07-17 17:23:50,Regular,36.0,1,36.0
T000387,S0341,T04,M013,C0428,2025-06-06 13:53:50,Regular,39.0,1,39.0
T000388,S0485,T05,M004,C0284,2025-09-06 07:08:50,Regular,42.0,1,42.0
T000389,S0041,T01,M016,C0370,2025-06-11 23:53:50,VIP,66.0,1,66.0
T000390,S0291,T03,M018,C0203,2025-05-22 09:08:50,VIP,54.0,1,54.0
T000391,S0167,T02,M001,C0043,2025-09-19 21:08:50,Regular,37.0,1,37.0
T000392,S0354,T04,M034,C0482,2025-07-08 19:53:50,Regular,41.0,1,41.0
T000393,S0384,T04,M023,C0017,2025-08-25 19:23:50,Regular,38.0,1,38.0
T000394,S0032,T01,M009,C0335,2025-05-14 06:53:50,Regular,45.0,1,45.0
T000395,S0402,T05,M014,C0311,2025-09-14 12:53:50,Regular,41.0,1,41.0
T000396,S0467,T05,M012,C0210,2025-07-08 12:53:50,Regular,40.0,1,40.0
T000397,S0316,T04,M005,C0409,2025-08-22 07:53:50,VIP,57.0,1,57.0
T000398,S0030,T01,M014,C0446,2025-05-19 00:38:50,Regular,41.0,1,41.0
T000399,S0416,T05,M027,C0016,2025-08-15 19:08:50,Regular,40.0,1,40.0
T000400,S0143,T02,M022,C0561,2025-06-09 15:08:50,Regular,40.0,1,40.0
T000401,S0269,T03,M034,C0004,2025-05-03 23:53:50,Regular,41.0,1,41.0
T000402,S0105,T02,M007,C0350,2025-06-27 16:23:50,Regular,43.0,1,43.0
T000403,S0262,T03,M016,C0596,2025-07-10 03:08:50,Regular,44.0,1,44.0
T000404,S0396,T05,M026,C0526,2025-07-23 19:08:50,Couple,81.0,1,81.0
T000405,S0160,T02,M022,C0516,2025-08-15 13:38:50,Regular,40.0,1,40.0
T000406,S0035,T01,M035,C0527,2025-08-15 23:38:50,Regular,37.0,1,37.0
T000407,S0313,T04,M008,C0525,2025-09-11 19:38:50,Regular,36.0,1,36.0
T000408,S0024,T01,M013,C0082,2025-06-25 10:53:50,Regular,39.0,1,39.0
T000409,S0023,T01,M016,C0503,2025-09-20 11:08:50,Regular,44.0,1,44.0
T000410,S0440,T05,M037,C0182,2025-06-06 10:38:50,Regular,45.0,1,45.0
T000411,S0186,T03,M036,C0247,2025-05-15 02:38:50,Regular,45.0,1,45.0
T000412,S0390,T04,M013,C0219,2025-07-20 20:23:50,Regular,39.0,1,39.0
T000413,S0365,T04,M013,C0275,2025-08-16 11:38:50,Regular,39.0,1,39.0
T000414,S0164,T02,M017,C0561,2025-07-11 19:23:50,Regular,43.0,1,43.0
T000415,S0377,T04,M003,C0378,2025-05-14 18:53:50,VIP,54.0,1,54.0
T000416,S0422,T05,M024,C0194,2025-05-29 09:23:50,Regular,48.0,1,48.0
T000417,S0212,T03,M007,C0204,2025-08-26 04:38:50,Regular,43.0,1,43.0
T000418,S0184,T03,M015,C0347,2025-05-02 03:23:50,Regular,37.0,1,37.0
T000419,S0242,T03,M017,C0380,2025-08-26 21:38:50,Regular,43.0,1,43.0
T000420,S0196,T03,M007,C0560,2025-06-27 17:53:50,VIP,64.5,1,64.5
T000421,S0119,T02,M032,C0465,2025-06-25 00:38:50,Regular,38.0,1,38.0
T000422,S0284,T03,M004,C0192,2025-07-06 11:38:50,Regular,42.0,1,42.0
T000423,S0440,T05,M037,C0195,2025-06-11 09:38:50,Regular,45.0,1,45.0
T000424,S0470,T05,M005,C0176,2025-08-23 17:23:50,Regular,38.0,1,38.0
T000425,S0085,T02,M002,C0348,2025-07-29 15:38:50,Regular,37.0,1,37.0
T000426,S0105,T02,M007,C0360,2025-06-26 01:23:50,Regular,43.0,1,43.0
T000427,S0009,T01,M018,C0142,2025-05-28 01:23:50,Couple,64.8,1,64.8
T000428,S0144,T02,M008,C0349,2025-05-26 03:08:50,Regular,36.0,1,36.0
T000429,S0079,T02,M018,C0384,2025-06-26 23:08:50,Regular,36.0,1,36.0
T000430,S0442,T05,M016,C0280,2025-05-14 21:38:50,Regular,44.0,1,44.0
T000431,S0065,T01,M038,C0477,2025-07-04 07:38:50,Regular,41.0,1,41.0
T000432,S0435,T05,M033,C0449,2025-08-21 02:38:50,Regular,40.0,1,40.0
T000433,S0125,T02,M036,C0096,2025-08-28 00:53:50,VIP,67.5,1,67.5
T000434,S0282,T03,M021,C0557,2025-08-09 00:23:50,Regular,39.0,1,39.0
T000435,S0403,T05,M004,C0450,2025-07-27 16:08:50,Regular,42.0,1,42.0
T000436,S0347,T04,M029,C0376,2025-08-16 22:38:50,Regular,46.0,1,46.0
T000437,S0388,T04,M026,C0063,2025-07-26 14:38:50,Regular,45.0,1,45.0
T000438,S0039,T01,M024,C0007,2025-07-01 09:38:50,Regular,48.0,1,48.0
T000439,S0173,T02,M010,C0120,2025-09-19 11:23:50,VIP,57.0,1,57.0
T000440,S0211,T03,M008,C0427,2025-07-05 21:53:50,Regular,36.0,1,36.0
T000441,S0421,T05,M003,C0021,2025-07-21 02:23:50,VIP,54.0,1,54.0
T000442,S0160,T02,M022,C0334,2025-08-25 10:38:50,Regular,40.0,1,40.0
T000443,S0058,T01,M012,C0214,2025-07-24 08:08:50,Regular,40.0,1,40.0
T000444,S0235,T03,M031,C0335,2025-09-07 18:53:50,Regular,40.0,1,40.0
T000445,S0079,T02,M018,C0589,2025-07-03 12:08:50,Regular,36.0,1,36.0
T000446,S0406,T05,M022,C0117,2025-08-12 07:08:50,VIP,60.0,1,60.0
T000447,S0108,T02,M018,C0346,2025-08-09 10:08:50,Regular,36.0,1,36.0
T000448,S0344,T04,M023,C0577,2025-07-17 07:23:50,Regular,38.0,1,38.0
T000449,S0489,T05,M005,C0477,2025-06-09 02:08:50,Regular,38.0,1,38.0
T000450,S0266,T03,M030,C0274,2025-05-19 17:38:50,VIP,57.0,1,57.0
T000451,S0419,T05,M024,C0256,2025-08-29 12:08:50,Regular,48.0,1,48.0
T000452,S0213,T03,M027,C0210,2025-06-15 23:38:50,Regular,40.0,1,40.0
T000453,S0055,T01,M027,C0390,2025-07-07 08:23:50,Regular,40.0,1,40.0
T000454,S0107,T02,M014,C0020,2025-06-28 06:53:50,Regular,41.0,1,41.0
T000455,S0276,T03,M007,C0566,2025-08-13 21:08:50,Regular,43.0,1,43.0
T000456,S0163,T02,M031,C0206,2025-07-26 00:23:50,Regular,40.0,1,40.0
T000457,S0207,T03,M015,C0501,2025-08-04 06:38:50,VIP,55.5,1,55.5
T000458,S0380,T04,M008,C0263,2025-05-20 04:38:50,Couple,64.8,1,64.8
T000459,S0106,T02,M036,C0349,2025-06-16 08:53:50,Regular,45.0,1,45.0
T000460,S0004,T01,M025,C0033,2025-06-25 10:53:50,VIP,64.5,1,64.5
T000461,S0192,T03,M010,C0018,2025-08-17 20:38:50,Regular,38.0,1,38.0
T000462,S0477,T05,M012,C0334,2025-06-20 18:08:50,Regular,40.0,1,40.0
T000463,S0245,T03,M023,C0127,2025-08-13 08:38:50,Regular,38.0,1,38.0
T000464,S0443,T05,M027,C0588,2025-07-09 04:53:50,Couple,72.0,1,72.0
T000465,S0079,T02,M018,C0113,2025-07-03 12:08:50,Regular,36.0,1,36.0
T000466,S0355,T04,M019,C0573,2025-09-02 03:38:50,Regular,39.0,1,39.0
T000467,S0473,T05,M013,C0148,2025-08-21 12:23:50,Regular,39.0,1,39.0
T000468,S0417,T05,M034,C0220,2025-05-22 20:38:50,VIP,61.5,1,61.5
T000469,S0343,T04,M002,C0476,2025-08-25 15:08:50,VIP,55.5,1,55.5
T000470,S0319,T04,M023,C0372,2025-09-06 02:38:50,Regular,38.0,1,38.0
T000471,S0174,T02,M035,C0014,2025-08-18 01:23:50,Regular,37.0,1,37.0
T000472,S0453,T05,M031,C0236,2025-06-10 16:23:50,Regular,40.0,1,40.0
T000473,S0221,T03,M033,C0384,2025-04-28 17:38:50,VIP,60.0,1,60.0
T000474,S0353,T04,M017,C0051,2025-06-23 04:08:50,Regular,43.0,1,43.0
T000475,S0458,T05,M037,C0484,2025-08-18 04:53:50,Regular,45.0,1,45.0
T000476,S0409,T05,M040,C0495,2025-06-11 22:38:50,Regular,36.0,1,36.0
T000477,S0488,T05,M003,C0185,2025-09-06 02:23:50,Regular,36.0,1,36.0
T000478,S0377,T04,M003,C0061,2025-05-08 04:53:50,Regular,36.0,1,36.0
T000479,S0321,T04,M014,C0074,2025-09-17 15:08:50,Regular,41.0,1,41.0
T000480,S0185,T03,M011,C0194,2025-08-23 13:23:50,Regular,37.0,1,37.0
T000481,S0461,T05,M023,C0332,2025-06-03 10:08:50,Regular,38.0,1,38.0
T000482,S0362,T04,M014,C0232,2025-05-01 09:08:50,VIP,61.5,1,61.5
T000483,S0050,T01,M024,C0480,2025-06-01 01:08:50,Regular,48.0,1,48.0
T000484,S0024,T01,M013,C0140,2025-06-19 05:53:50,Regular,39.0,1,39.0
T000485,S0393,T05,M039,C0366,2025-05-12 15:08:50,Regular,42.0,1,42.0
T000486,S0173,T02,M010,C0203,2025-09-12 09:23:50,Regular,38.0,1,38.0
T000487,S0372,T04,M040,C0441,2025-06-02 08:53:50,Regular,36.0,1,36.0
T000488,S0105,T02,M007,C0214,2025-06-29 07:23:50,Regular,43.0,1,43.0
T000489,S0350,T04,M034,C0022,2025-05-24 06:38:50,Regular,41.0,1,41.0
T000490,S0368,T04,M037,C0366,2025-05-12 05:53:50,Regular,45.0,1,45.0
T000491,S0199,T03,M023,C0470,2025-07-08 23:23:50,Regular,38.0,1,38.0
T000492,S0481,T05,M030,C0316,2025-07-19 04:38:50,Regular,38.0,1,38.0
T000493,S0420,T05,M039,C0008,2025-05-14 23:08:50,Regular,42.0,1,42.0
T000494,S0300,T03,M009,C0164,2025-04-29 05:23:50,Regular,45.0,1,45.0
T000495,S0093,T02,M006,C0348,2025-07-15 07:53:50,Regular,43.0,1,43.0
T000496,S0334,T04,M032,C0123,2025-08-30 08:53:50,Regular,38.0,1,38.0
T000497,S0481,T05,M030,C0077,2025-07-13 00:38:50,Regular,38.0,1,38.0
T000498,S0259,T03,M039,C0444,2025-06-22 01:08:50,Regular,42.0,1,42.0
T000499,S0360,T04,M015,C0280,2025-09-16 13:38:50,Regular,37.0,1,37.0
T000500,S0434,T05,M014,C0420,2025-09-11 09:53:50,Regular,41.0,1,41.0
T000501,S0099,T02,M026,C0208,2025-09-13 22:53:50,Regular,45.0,1,45.0
T000502,S0095,T02,M003,C0433,2025-08-06 06:38:50,Regular,36.0,1,36.0
T000503,S0406,T05,M022,C0169,2025-08-09 08:08:50,Regular,40.0,1,40.0
T000504,S0259,T03,M039,C0274,2025-06-29 17:08:50,Regular,42.0,1,42.0
T000505,S0089,T02,M013,C0033,2025-07-12 10:53:50,Regular,39.0,1,39.0
T000506,S0120,T02,M033,C0371,2025-07-12 11:23:50,Regular,40.0,1,40.0
T000507,S0255,T03,M028,C0228,2025-05-08 19:23:50,Regular,43.0,1,43.0
T000508,S0061,T01,M013,C0325,2025-09-20 19:53:50,Regular,39.0,1,39.0
T000509,S0015,T01,M001,C0439,2025-05-17 22:38:50,Regular,37.0,1,37.0
T000510,S0057,T01,M014,C0103,2025-09-16 02:23:50,Regular,41.0,1,41.0
T000511,S0200,T03,M021,C0567,2025-08-22 16:08:50,VIP,58.5,1,58.5
T000512,S0017,T01,M027,C0313,2025-08-28 14:08:50,Regular,40.0,1,40.0
T000513,S0248,T03,M029,C0147,2025-08-10 20:53:50,Regular,46.0,1,46.0
T000514,S0271,T03,M032,C0299,2025-07-31 12:08:50,Regular,38.0,1,38.0
T000515,S0071,T01,M028,C0300,2025-05-04 06:23:50,Regular,43.0,1,43.0
T000516,S0246,T03,M021,C0461,2025-05-29 12:08:50,Regular,39.0,1,39.0
T000517,S0311,T03,M002,C0280,2025-09-02 23:53:50,Regular,37.0,1,37.0
T000518,S0160,T02,M022,C0244,2025-08-22 13:38:50,Regular,40.0,1,40.0
T000519,S0175,T02,M030,C0459,2025-06-30 07:08:50,Regular,38.0,1,38.0
T000520,S0361,T04,M005,C0231,2025-08-06 00:53:50,Regular,38.0,1,38.0
T000521,S0379,T04,M031,C0026,2025-08-03 16:23:50,Regular,40.0,1,40.0
T000522,S0185,T03,M011,C0435,2025-08-23 20:23:50,Regular,37.0,1,37.0
T000523,S0109,T02,M035,C0426,2025-07-30 13:38:50,Regular,37.0,1,37.0
T000524,S0339,T04,M007,C0581,2025-07-20 13:08:50,Regular,43.0,1,43.0
T000525,S0468,T05,M025,C0159,2025-06-08 14:38:50,VIP,64.5,1,64.5
T000526,S0341,T04,M013,C0442,2025-06-07 22:53:50,VIP,58.5,1,58.5
T000527,S0163,T02,M031,C0219,2025-07-21 18:23:50,Regular,40.0,1,40.0
T000528,S0248,T03,M029,C0564,2025-08-05 07:53:50,Couple,82.8,1,82.8
T000529,S0271,T03,M032,C0159,2025-07-30 13:08:50,Regular,38.0,1,38.0
T000530,S0219,T03,M010,C0050,2025-05-15 01:23:50,Regular,38.0,1,38.0
T000531,S0300,T03,M009,C0080,2025-05-03 22:23:50,Couple,81.0,1,81.0
T000532,S0127,T02,M040,C0009,2025-07-29 15:53:50,Regular,36.0,1,36.0
T000533,S0036,T01,M013,C0190,2025-07-09 04:08:50,Regular,39.0,1,39.0
T000534,S0309,T03,M026,C0507,2025-08-10 12:53:50,Regular,45.0,1,45.0
T000535,S0080,T02,M010,C0380,2025-05-29 13:53:50,Regular,38.0,1,38.0
T000536,S0245,T03,M023,C0047,2025-08-16 15:38:50,Regular,38.0,1,38.0
T000537,S0108,T02,M018,C0220,2025-08-08 23:08:50,VIP,54.0,1,54.0
T000538,S0148,T02,M036,C0209,2025-09-17 00:38:50,VIP,67.5,1,67.5
T000539,S0036,T01,M013,C0035,2025-07-12 02:08:50,VIP,58.5,1,58.5
T000540,S0430,T05,M028,C0338,2025-09-13 21:08:50,Regular,43.0,1,43.0
T000541,S0452,T05,M023,C0145,2025-08-11 13:38:50,Regular,38.0,1,38.0
T000542,S0301,T03,M036,C0360,2025-05-28 09:08:50,Couple,81.0,1,81.0
T000543,S0191,T03,M013,C0072,2025-06-19 02:38:50,Regular,39.0,1,39.0
T000544,S0130,T02,M033,C0468,2025-06-21 19:38:50,Regular,40.0,1,40.0
T000545,S0243,T03,M005,C0144,2025-06-03 17:53:50,VIP,57.0,1,57.0
T000546,S0114,T02,M012,C0329,2025-05-31 14:38:50,Regular,40.0,1,40.0
T000547,S0404,T05,M008,C0458,2025-08-02 15:08:50,Regular,36.0,1,36.0
T000548,S0162,T02,M014,C0216,2025-07-15 13:38:50,VIP,61.5,1,61.5
T000549,S0444,T05,M028,C0036,2025-05-10 16:23:50,Regular,43.0,1,43.0
T000550,S0052,T01,M022,C0598,2025-09-21 07:23:50,Regular,40.0,1,40.0
T000551,S0400,T05,M007,C0357,2025-06-17 16:08:50,VIP,64.5,1,64.5
T000552,S0416,T05,M027,C0107,2025-08-23 18:08:50,Regular,40.0,1,40.0
T000553,S0356,T04,M028,C0318,2025-05-26 14:08:50,Regular,43.0,1,43.0
T000554,S0076,T01,M037,C0322,2025-06-06 00:08:50,Regular,45.0,1,45.0
T000555,S0339,T04,M007,C0133,2025-07-25 04:08:50,Couple,77.4,1,77.4
T000556,S0400,T05,M007,C0269,2025-06-16 05:08:50,Regular,43.0,1,43.0
T000557,S0389,T04,M035,C0426,2025-07-16 16:53:50,Regular,37.0,1,37.0
T000558,S0360,T04,M015,C0440,2025-09-24 06:38:50,Regular,37.0,1,37.0
T000559,S0047,T01,M026,C0443,2025-08-31 14:08:50,Couple,81.0,1,81.0
T000560,S0243,T03,M005,C0039,2025-05-31 19:53:50,Regular,38.0,1,38.0
T000561,S0456,T05,M038,C0510,2025-08-10 18:38:50,Regular,41.0,1,41.0
T000562,S0097,T02,M036,C0076,2025-08-13 21:38:50,Regular,45.0,1,45.0
T000563,S0264,T03,M035,C0099,2025-08-16 21:23:50,Regular,37.0,1,37.0
T000564,S0332,T04,M009,C0301,2025-07-18 02:53:50,VIP,67.5,1,67.5
T000565,S0387,T04,M026,C0063,2025-09-05 17:08:50,Regular,45.0,1,45.0
T000566,S0023,T01,M016,C0498,2025-09-27 14:08:50,Regular,44.0,1,44.0
T000567,S0028,T01,M007,C0469,2025-09-24 05:38:50,Regular,43.0,1,43.0
T000568,S0086,T02,M032,C0241,2025-09-16 08:53:50,Regular,38.0,1,38.0
T000569,S0180,T02,M039,C0169,2025-06-16 16:53:50,Couple,75.6,1,75.6
T000570,S0421,T05,M003,C0310,2025-07-18 08:23:50,Regular,36.0,1,36.0
T000571,S0263,T03,M036,C0176,2025-08-19 11:23:50,Regular,45.0,1,45.0
T000572,S0008,T01,M037,C0286,2025-07-06 10:08:50,VIP,67.5,1,67.5
T000573,S0106,T02,M036,C0538,2025-06-13 11:53:50,Regular,45.0,1,45.0
T000574,S0299,T03,M038,C0297,2025-08-19 16:08:50,Regular,41.0,1,41.0
T000575,S0083,T02,M021,C0468,2025-05-08 02:08:50,Regular,39.0,1,39.0
T000576,S0037,T01,M030,C0104,2025-08-16 19:53:50,Regular,38.0,1,38.0
T000577,S0469,T05,M038,C0558,2025-05-22 11:23:50,Regular,41.0,1,41.0
T000578,S0260,T03,M033,C0265,2025-08-20 07:23:50,Regular,40.0,1,40.0
T000579,S0100,T02,M006,C0030,2025-07-14 00:38:50,Regular,43.0,1,43.0
T000580,S0213,T03,M027,C0037,2025-06-11 13:38:50,VIP,60.0,1,60.0
T000581,S0035,T01,M035,C0330,2025-08-20 23:38:50,Regular,37.0,1,37.0
T000582,S0189,T03,M014,C0520,2025-06-09 07:23:50,Regular,41.0,1,41.0
T000583,S0059,T01,M029,C0369,2025-07-04 05:38:50,Regular,46.0,1,46.0
T000584,S0235,T03,M031,C0001,2025-09-01 08:53:50,VIP,60.0,1,60.0
T000585,S0305,T03,M032,C0364,2025-09-13 05:08:50,Regular,38.0,1,38.0
T000586,S0476,T05,M030,C0276,2025-06-11 03:23:50,VIP,57.0,1,57.0
T000587,S0269,T03,M034,C0504,2025-04-27 05:53:50,Regular,41.0,1,41.0
T000588,S0299,T03,M038,C0102,2025-08-16 03:08:50,Regular,41.0,1,41.0
T000589,S0164,T02,M017,C0271,2025-07-05 08:23:50,Regular,43.0,1,43.0
T000590,S0238,T03,M021,C0093,2025-07-16 18:38:50,Regular,39.0,1,39.0
T000591,S0217,T03,M017,C0082,2025-08-09 15:38:50,Regular,43.0,1,43.0
T000592,S0422,T05,M024,C0183,2025-06-06 19:23:50,Regular,48.0,1,48.0
T000593,S0059,T01,M029,C0405,2025-07-10 03:38:50,Regular,46.0,1,46.0
T000594,S0151,T02,M002,C0455,2025-05-06 15:38:50,Regular,37.0,1,37.0
T000595,S0245,T03,M023,C0161,2025-08-19 10:38:50,Regular,38.0,1,38.0
T000596,S0096,T02,M027,C0052,2025-07-16 07:08:50,Regular,40.0,1,40.0
T000597,S0072,T01,M025,C0584,2025-09-10 09:38:50,Regular,43.0,1,43.0
T000598,S0488,T05,M003,C0398,2025-09-04 10:23:50,Regular,36.0,1,36.0
T000599,S0381,T04,M010,C0409,2025-09-18 22:53:50,VIP,57.0,1,57.0
T000600,S0035,T01,M035,C0444,2025-08-17 21:38:50,Regular,37.0,1,37.0
T000601,S0475,T05,M001,C0549,2025-09-15 13:23:50,Regular,37.0,1,37.0
T000602,S0011,T01,M018,C0156,2025-07-27 09:08:50,Regular,36.0,1,36.0
T000603,S0400,T05,M007,C0110,2025-06-18 22:08:50,Regular,43.0,1,43.0
T000604,S0128,T02,M014,C0165,2025-07-17 16:38:50,Regular,41.0,1,41.0
T000605,S0365,T04,M013,C0333,2025-08-14 21:38:50,Regular,39.0,1,39.0
T000606,S0067,T01,M027,C0523,2025-05-12 22:23:50,Couple,72.0,1,72.0
T000607,S0394,T05,M023,C0058,2025-07-20 01:38:50,Regular,38.0,1,38.0
T000608,S0188,T03,M017,C0092,2025-09-26 10:53:50,Regular,43.0,1,43.0
T000609,S0253,T03,M002,C0197,2025-05-20 03:08:50,VIP,55.5,1,55.5
T000610,S0492,T05,M015,C0172,2025-07-09 07:53:50,Regular,37.0,1,37.0
T000611,S0155,T02,M020,C0513,2025-05-31 18:08:50,Regular,39.0,1,39.0
T000612,S0203,T03,M031,C0320,2025-06-03 06:08:50,Regular,40.0,1,40.0
T000613,S0373,T04,M025,C0562,2025-08-28 13:38:50,Regular,43.0,1,43.0
T000614,S0260,T03,M033,C0072,2025-08-20 23:23:50,Regular,40.0,1,40.0
T000615,S0434,T05,M014,C0552,2025-09-06 00:53:50,Regular,41.0,1,41.0
T000616,S0353,T04,M017,C0328,2025-06-24 15:08:50,Regular,43.0,1,43.0
T000617,S0328,T04,M029,C0082,2025-08-06 09:08:50,VIP,69.0,1,69.0
T000618,S0287,T03,M026,C0146,2025-06-17 03:53:50,VIP,67.5,1,67.5
T000619,S0283,T03,M015,C0592,2025-05-29 16:23:50,VIP,55.5,1,55.5
